weather_total_precipitation_mm,weather_rainy_days,weather_total_snowfall_cm,weather_days_below_freezing,weather_total_sunshine_hours,weather_days_pleasant_temp,weather_avg_daily_max_windspeed_ms,nearest_gas_station_distance_miles,nearest_gas_station_rating,nearest_gas_station_rating_count,competitors_count_4miles,competitor_1_google_rating,competitor_1_distance_miles,competitor_1_rating_count,distance_nearest_costco(5 mile),distance_nearest_walmart(5 mile),distance_nearest_target (5 mile),other_grocery_count_1mile,count_food_joints_0_5miles (0.5 mile),current_count,previous_count,client_id,street,city,zip,site_client_id,location_id,_match_type,age_on_30_sep_25,region,state,region_enc,state_enc,costco_enc,tunnel_count,carwash_type_encoded,primary_carwash_type,official_website,Address,latitude,longitude
1033.9,116.0,87.78,116.0,2981.593786,119.0,19.06393443,0.09,3.8,168,8.0,4.2,0.11,46.0,,0.62,0.43,,9.0,93111.43,86513.0,Haffners,96 Pleasant Valley St,Methuen,1844,596,6,chain+street+zip,5.0,Northeast,MA,1,15,99.0,0,1,Express Tunnel,https://www.haffners.com/car-washes,"Haffners, 96 Pleasant Valley St, Methuen, MA, 1844",42.743325,-71.153011
,,,,,,,0.1,5.0,7,,,,,,,,,,134827.62,124614.0,Wet Rabbit Express Car Wash,1219 State Ave,Marysville,98270,1609,3,chain+street+zip,4.0,West,WA,4,42,99.0,1,1,Express Tunnel,https://www.wetrabbitexpress.com/,"Wet Rabbit Express Car Wash, 1219 State Ave, Marysville, WA, 98270",48.0620602,-122.1775845
942.3,101.0,1.89,11.0,3368.528828,144.0,16.50819672,1.83,3.2,73,12.0,5.0,0.79,2.0,2.03,2.17,2.41,,7.0,148037.79,136921.0,Champions Car Wash,20118 Stone Oak Parkway,San Antonio,78258,294,1,chain+street+zip,7.0,South,TX,2,37,2.03,1,1,Express Tunnel,https://www.championscarwash.com/,"Champions Car Wash, 20118 Stone Oak Parkway, San Antonio, TX, 78258",29.641949,-98.4826932
1016.4,112.0,2.73,21.0,3419.278422,142.0,14.68278689,0.09,5.0,8,11.0,4.7,1.38,217.0,3.1,1.24,2.6,2.0,1.0,70636.26,65709.0,Express On Vaughn,6870 Vaughn Rd,Montgomery,36116,478,1,chain+street+zip,2.0,South,AL,2,0,3.1,0,1,Express Tunnel,https://www.expresswashonvaughn.com/,"Express On Vaughn, 6870 Vaughn Rd, Montgomery, AL, 36116",32.339033,-86.196846
503.7,50.0,2.94,1.0,3713.091408,224.0,13.07431694,0.05,3.8,54,11.0,,0.42,,2.85,1.73,0.97,5.0,5.0,308670.99,286874.0,Extreme Express,655 W San Carlos St,San Jose,95126,486,1,chain+street+zip,7.0,West,CA,4,3,2.85,2,1,Express Tunnel,https://www.extremeexpresscarwash.com/,"Extreme Express, 655 W San Carlos St, San Jose, CA, 95126",37.3245209,-121.9008608
1507.4,142.0,13.86,54.0,3188.019928,146.0,18.18087432,0.1,4.2,48,0.0,,,,,,,3.0,4.0,184921.1,171905.0,Wash 37135,912 Oldham Dr,Nolensville,37135,1518,1,chain+street+zip,6.0,South,TN,2,36,99.0,1,1,Express Tunnel,https://sswash.com/wash-37135-nolensville-williamson-county-tennessee/,"Wash 37135, 912 Oldham Dr, Nolensville, TN, 37135",35.961495,-86.672336
1154.2,126.0,7.49,39.0,3313.8516,165.0,15.0,0.15,4.0,51,7.0,4.6,0.1,353.0,,3.84,4.39,5.0,9.0,187306.84,175185.0,Washbox Car Wash,180 W Grand Ave,Rainbow City,35906,1586,1,chain+street+zip,3.0,South,AL,2,0,99.0,1,1,Touchless,https://washboxva.com/,"Washbox Car Wash, 180 W Grand Ave, Rainbow City, AL, 35906",33.9567422,-86.0434156
779.5,95.0,70.56,126.0,3106.607472,115.0,19.93278689,0.44,5.0,1,7.0,4.3,0.43,4.0,0.3,1.53,0.7,,3.0,124305.77,136533.33,Roadrunner,5275 S Moorland Rd,New Berlin,53151,1179,2,chain+street+zip,3.0,Midwest,WI,0,43,0.3,1,1,Express Tunnel,https://roadrunnercarwash.com/,"Roadrunner, 5275 S Moorland Rd, New Berlin, WI, 53151",42.948622,-88.1102559
921.1,115.0,73.01,100.0,3091.082267,109.0,15.70519126,0.18,4.3,529,9.0,,0.21,,3.21,0.32,0.34,4.0,20.0,27144.09,25276.77,Snappy Car Wash,3150 S Cicero Ave,Cicero,60804,1251,3,chain+street+zip,5.0,Midwest,IL,0,10,3.21,0,1,Express Tunnel,https://www.snappycarwash.net/,"Snappy Car Wash, 3150 S Cicero Ave, Cicero, IL, 60804",41.8351233,-87.744067
890.2,107.0,68.11,103.0,3064.691258,123.0,18.23934426,0.11,3.3,14,10.0,4.0,0.13,647.0,2.19,1.04,2.75,3.0,7.0,67883.85,63210.23,Vics Car Wash,449 N Bolingbrook Dr,Bolingbrook,60440,1506,1,chain+street+zip,11.0,Midwest,IL,0,10,2.19,0,3,Hand Wash / Detail,https://vicscarwash508.com/,"Vics Car Wash, 449 N Bolingbrook Dr, Bolingbrook, IL, 60440",41.710426,-88.069189
562.6,41.0,0.0,0.0,3619.422586,244.0,10.79180328,0.47,5.0,3,13.0,4.5,0.09,656.0,4.73,1.87,2.02,1.0,15.0,253607.14,239030.61,Googie,8016 Santa Fe Springs Rd.,Whittier,90602,579,1,chain+street+zip,5.0,West,CA,4,3,4.73,2,1,Express Tunnel,https://www.googiecarwash.com/about-us/,"Googie, 8016 Santa Fe Springs Rd., Whittier, CA, 90602",33.9663951,-118.0409283
1146.0,134.0,8.54,52.0,3325.986792,170.0,16.9784153,0.21,4.5,311,5.0,4.3,0.58,650.0,,0.61,,5.0,18.0,343027.18,321851.0,Bamboo Carwash,240 Marketplace Blvd,Dawsonville,30534,51,1,chain+street+zip,6.0,South,GA,2,8,99.0,2,2,Self-Serve,https://bamboocarwash.com/,"Bamboo Carwash, 240 Marketplace Blvd, Dawsonville, GA, 30534",34.349355,-84.050752
768.2,112.0,92.19,131.0,2929.876628,120.0,20.08715847,0.41,5.0,1,6.0,4.5,0.31,179.0,,1.52,,1.0,1.0,50709.24,47588.92,Riverside,1370 S State Rd,Ionia,48846,1174,3,chain+street+zip,7.0,Midwest,MI,0,17,99.0,0,3,Full Service,,"Riverside, 1370 S State Rd, Ionia, MI, 48846",42.964536,-85.072397
1156.1,125.0,8.19,38.0,3317.526014,175.0,15.94153005,0.48,4.2,16,11.0,4.7,0.6,255.0,,0.42,1.9,4.0,2.0,81188.56,76221.0,Presto Conyers Car Wash,1356 GA-138,Conyers,30013,1115,1,chain+street+zip,3.0,South,GA,2,8,99.0,0,2,Flex,https://carwashfind.com/directory/georgia/conyers/presto-car-wash/,"Presto Conyers Car Wash, 1356 GA-138, Conyers, GA, 30013",33.657595,-84.002192
1160.1,98.0,29.75,66.0,3222.875772,150.0,18.50300546,0.19,4.2,222,7.0,3.8,0.8,204.0,,0.57,4.09,2.0,12.0,212275.79,199285.0,Blue Iguana,3316 W Chestnut Expy,Springfield,65802,90,1,chain+street+zip,4.0,Midwest,MO,0,18,99.0,1,1,Express Tunnel,https://blueiguana.com/,"Blue Iguana, 3316 W Chestnut Expy, Springfield, MO, 65802",37.2116947,-93.3459477
873.5,86.0,14.28,54.0,3402.741308,158.0,23.44699454,0.85,2.8,4,0.0,,,,,,,,0.0,35255.42,33200.38,Champs Car Wash,775 N Mustang Rd,Tuttle,73089,295,1,chain+street+zip,4.0,South,OK,2,30,99.0,0,1,Express Tunnel,https://champscarwash.com/express-wash/,"Champs Car Wash, 775 N Mustang Rd, Tuttle, OK, 73089",35.302211,-97.724981
1174.4,144.0,0.0,0.0,3691.068056,164.0,14.62595628,0.21,3.8,38,8.0,,0.21,,3.37,1.51,,6.0,2.0,186899.0,195256.0,North Port Car Wash,14164 Tamiami Trail,North Port,34287,1079,1,chain+street+zip,7.0,South,FL,2,7,3.37,1,1,Express Tunnel,https://coastalexpresscarwash.com/north-port-wash-packages/,"North Port Car Wash, 14164 Tamiami Trail, North Port, FL, 34287",27.0437502,-82.2395507
1089.1,118.0,5.74,43.0,3318.299164,166.0,17.45437158,1.11,4.2,103,12.0,,0.99,,2.11,3.75,2.21,,5.0,186588.42,175598.16,Sonic Suds,2426 Laurens Rd,Greenville,29607,1270,1,chain+street+zip,4.0,South,SC,2,34,2.11,1,1,Express Tunnel,http://sonicsuds.mywashaccount.com/,"Sonic Suds, 2426 Laurens Rd, Greenville, SC, 29607",34.8281587,-82.3476092
1179.4,141.0,32.55,72.0,3217.371561,166.0,16.51448087,0.29,4.1,13,3.0,4.6,1.34,360.0,,0.46,1.19,3.0,14.0,71630.75,67443.0,TruShine,203 Linden Square Dr,Bristol,24202,1458,1,chain+street+zip,6.0,South,VA,2,39,99.0,0,1,Express Tunnel,https://www.trushinecarwash.com/,"TruShine, 203 Linden Square Dr, Bristol, VA, 24202",36.629132,-82.1296309
973.7,130.0,58.8,125.0,2942.17735,134.0,20.54098361,0.24,3.6,123,13.0,4.5,1.64,186.0,,1.4,3.57,,1.0,88321.57,83178.55,The Washery,127 Airport Rd,Hazleton,18202,1404,1,chain+street+zip,6.0,Northeast,PA,1,32,99.0,0,1,Express Tunnel,https://thewasherysystem.com/,"The Washery, 127 Airport Rd, Hazleton, PA, 18202",40.9915161,-75.9865112
1162.6,90.0,7.42,26.0,3441.807656,145.0,18.88251366,0.19,4.1,162,5.0,4.7,0.83,3686.0,2.33,0.23,0.98,2.0,7.0,165490.31,155902.0,Snap Clean,619 E Belt Line Rd,Cedar Hill,75104,1243,2,chain+street+zip,5.0,South,TX,2,37,2.33,1,1,Express Tunnel,https://snapcleancarwash.com/,"Snap Clean, 619 E Belt Line Rd, Cedar Hill, TX, 75104",32.590479,-96.927912
1129.1,135.0,9.03,44.0,3328.151714,171.0,16.35819672,0.62,4.2,116,12.0,4.6,1.07,133.0,,2.08,4.05,2.0,9.0,180345.0,170919.0,Paradise Falls Carwash,1122 Richard D Sailors Pkwy,Powder Springs,30127,1098,1,chain+street+zip,5.0,South,GA,2,8,99.0,1,1,Express Tunnel,https://www.paradisefallscarwash.com/,"Paradise Falls Carwash, 1122 Richard D Sailors Pkwy, Powder Springs, GA, 30127",33.8621064,-84.6716166
1109.6,119.0,42.35,81.0,3032.306328,124.0,20.00245902,0.55,3.3,19,12.0,4.6,0.6,58.0,3.02,,2.95,4.0,20.0,74370.26,69827.0,H2O Auto Spa,2545 HYLAN BLVD,STATEN ISLAND,10306,592,1,chain+street+zip,11.0,Northeast,NY,1,28,3.02,0,3,Hand Wash / Detail,https://www.h2oautospa.com/,"H2O Auto Spa, 2545 HYLAN BLVD, STATEN ISLAND, NY, 10306",40.569618,-74.111064
303.0,74.0,16.87,51.0,3241.289331,105.0,14.44672131,0.25,4.2,121,13.0,3.7,0.45,32.0,3.06,2.03,0.35,6.0,8.0,178428.0,179010.0,Autobahn Auto Care Center,3928 W Clearwater Ave,Kennewick,99336,44,1,chain+street+zip,3.0,West,WA,4,42,3.06,1,1,Express Tunnel,https://autobahnautocare.biz/,"Autobahn Auto Care Center, 3928 W Clearwater Ave, Kennewick, WA, 99336",46.2126739,-119.1737419
1074.9,122.0,5.81,35.0,3350.350244,172.0,16.18879781,0.29,4.3,28,1.0,4.9,0.27,2233.0,,,,3.0,2.0,229024.33,218120.0,Big Peach Car Wash,3479 Hwy 81,McDonough,30252,69,5,chain+street+zip,2.0,South,GA,2,8,99.0,1,1,Express Tunnel,https://www.bigpeachusa.com/,"Big Peach Car Wash, 3479 Hwy 81, McDonough, GA, 30252",33.4369061,-84.0353399
1737.4,168.0,5.6,9.0,3433.949506,146.0,18.17978142,0.09,3.6,11,3.0,2.9,2.15,22.0,,4.28,,,0.0,123436.0,117402.0,JJscarwash,2221 W Parkwood Ave,Friendswood,77546,652,1,chain+street+zip,7.0,South,TX,2,37,99.0,1,1,Express Tunnel,https://jjscarwash.com/,"JJscarwash, 2221 W Parkwood Ave, Friendswood, TX, 77546",29.4864818,-95.2150591
1016.8,118.0,4.06,23.0,3385.549328,160.0,14.65081967,0.13,3.1,15,10.0,4.4,1.65,589.0,,0.95,2.45,1.0,5.0,105592.38,99899.0,Autosport Car Wash,6628 Whittlesey Blvd,Columbus,31909,46,1,chain+street+zip,3.0,South,GA,2,8,99.0,0,1,Express Tunnel,https://www.autosportwash.com/,"Autosport Car Wash, 6628 Whittlesey Blvd, Columbus, GA, 31909",32.549686,-84.9331819
401.8,41.0,0.0,0.0,3863.671978,146.0,11.50737705,0.94,3.9,106,14.0,,0.09,,2.5,2.09,1.12,2.0,6.0,144838.63,156281.38,Rinse My Ride,515 E Union Hills Dr,Phoenix,85024,1151,2,chain+street+zip,2.0,West,AZ,4,2,2.5,1,1,Express Tunnel,https://rinsemyrideaz.com/,"Rinse My Ride, 515 E Union Hills Dr, Phoenix, AZ, 85024",33.654203,-112.06713
1200.6,114.0,50.89,92.0,2993.263531,132.0,17.20874317,0.42,5.0,1,8.0,3.5,0.78,4.0,4.9,,0.56,3.0,13.0,59538.94,56365.0,Turnpike Car Wash,217 W Jericho Turnpike,Huntington Station,11746,1487,1,chain+street+zip,10.0,Northeast,NY,1,28,4.9,0,2,Flex,https://turnpikecarwash.com/,"Turnpike Car Wash, 217 W Jericho Turnpike, Huntington Station, NY, 11746",40.828843,-73.417715
897.8,98.0,6.09,27.0,3403.8681,163.0,15.91448087,0.22,4.1,49,5.0,4.2,0.7,66.0,,0.11,,,6.0,64337.0,60941.69,Mojo Xpress Wash,141 Hopkins Corner Dr,Waynesboro,30830,1028,2,chain+street+zip,2.0,South,GA,2,8,99.0,0,1,Express Tunnel,https://www.mojosxpress.com.mojosxpress.com/home,"Mojo Xpress Wash, 141 Hopkins Corner Dr, Waynesboro, GA, 30830",33.1089209,-82.0239966
321.9,50.0,19.88,49.0,3728.543978,150.0,20.06311475,0.34,3.0,1,11.0,5.0,0.09,1.0,,1.0,3.44,2.0,4.0,307162.41,289464.0,Lonestar Suds Express,12606 Indiana Ave,Lubbock,79423,689,2,chain+street+zip,2.0,South,TX,2,37,99.0,2,1,Express Tunnel,https://lonestarsuds.com/locations/,"Lonestar Suds Express, 12606 Indiana Ave, Lubbock, TX, 79423",33.480078,-101.888225
1145.1,120.0,10.5,50.0,3198.040856,154.0,16.54480874,0.2,4.0,117,10.0,,0.8,,,4.08,0.25,4.0,11.0,291222.24,274462.0,American Pride,8909 Six Forks Rd,Raleigh,27615,18,4,chain+street+zip,4.0,South,NC,2,21,99.0,2,1,Express Tunnel,https://americanpridexpress.com/,"American Pride, 8909 Six Forks Rd, Raleigh, NC, 27615",35.902101,-78.653225
1042.2,114.0,5.74,27.0,3339.204639,163.0,15.29562842,0.23,3.2,79,2.0,5.0,0.84,8.0,,4.43,,3.0,4.0,97309.62,92230.0,FoamWorks Express,4701 Hartley Bridge Rd,Macon,31216,509,3,chain+street+zip,3.0,South,GA,2,8,99.0,0,1,Express Tunnel,https://foamworkscarwash.com/,"FoamWorks Express, 4701 Hartley Bridge Rd, Macon, GA, 31216",32.74461,-83.725474
1324.1,171.0,0.0,0.0,3677.300844,154.0,15.68087432,0.03,3.8,130,12.0,4.6,0.43,1300.0,2.3,2.8,3.6,2.0,12.0,26187.89,25485.87,Clean Car Wash,3975 N Federal Hwy,Boca Raton,33431,317,1,chain+street+zip,2.0,South,FL,2,7,2.3,0,1,Express Tunnel,https://www.mrcleancarwash.com/,"Clean Car Wash, 3975 N Federal Hwy, Boca Raton, FL, 33431",26.385582,-80.076998
1034.1,114.0,7.21,23.0,3366.067919,156.0,14.69863388,0.15,1.0,1,1.0,4.0,1.54,53.0,,3.87,,,0.0,255632.33,237335.0,Crystal Clean Auto Spa,75 Old HWY 96,Bonaire,31005,389,1,chain+street+zip,2.0,South,GA,2,8,99.0,2,3,Full Service,https://crystalcleanautospa.com/,"Crystal Clean Auto Spa, 75 Old HWY 96, Bonaire, GA, 31005",32.54401291234568,-83.57383508395063
1093.9,71.0,12.67,5.0,3512.292442,107.0,17.4420765,0.32,4.1,425,12.0,4.0,0.61,2.0,0.13,2.91,3.04,1.0,10.0,96577.29,91360.0,SasqWash,4603 Churn Creek Rd,Redding,96002,1213,1,chain+street+zip,2.0,West,CA,4,3,0.13,0,1,Express Tunnel,https://www.thesasqwash.com/,"SasqWash, 4603 Churn Creek Rd, Redding, CA, 96002",40.542137,-122.351048
331.3,51.0,12.04,54.0,3739.814606,158.0,21.28688525,0.37,4.3,7,6.0,4.0,0.85,52.0,,0.1,,2.0,5.0,157391.57,149959.0,Grime Scene,513 TX-114,Levelland,79336,588,1,chain+street+zip,3.0,South,TX,2,37,99.0,1,2,Mobile,https://community.thegrimescene.com/blogs/,"Grime Scene, 513 TX-114, Levelland, TX, 79336",33.5943118,-102.3733747
1189.5,141.0,9.52,43.0,3367.486936,164.0,16.5510929,0.18,1.8,30,13.0,4.1,0.2,9.0,,2.56,3.5,4.0,10.0,58920.53,56160.0,Blue Penguin Car Wash,2204 Roswell Rd,Marietta,30062,96,3,chain+street+zip,3.0,South,GA,2,8,99.0,0,1,Express Tunnel,http://bluepenguincarwash.mywashaccount.com/,"Blue Penguin Car Wash, 2204 Roswell Rd, Marietta, GA, 30062",33.970437,-84.487696
969.8,135.0,0.0,0.0,3634.746064,157.0,14.18579235,0.58,4.3,1006,12.0,5.0,0.99,1.0,,0.14,1.91,,4.0,312832.0,300016.0,Bubble Down,15305 N Nebraska Ave,Tampa,33613,244,1,chain+street+zip,3.0,South,FL,2,7,99.0,2,1,Express Tunnel,https://bubbledown.com/,"Bubble Down, 15305 N Nebraska Ave, Tampa, FL, 33613",28.0909696,-82.4509904
1106.6,140.0,9.45,41.0,3335.640808,172.0,15.92021858,0.61,3.7,72,11.0,4.4,0.19,308.0,3.28,1.51,3.19,3.0,4.0,233253.22,234572.0,Top Wash,5784 Peachtree Industrial Blvd,Atlanta,30341,1448,1,chain+street+zip,3.0,South,GA,2,8,3.28,1,1,Express Tunnel,https://www.topwash.services/,"Top Wash, 5784 Peachtree Industrial Blvd, Atlanta, GA, 30341",33.9060451,-84.2947299
854.8,132.0,40.25,92.0,3173.933297,154.0,20.36420765,0.19,4.4,682,2.0,4.3,1.45,9.0,,0.26,,3.0,12.0,261533.94,257509.0,Mountain Edge,200 E Commonwealth Dr,Wytheville,24382,1037,1,chain+street+zip,2.0,South,VA,2,39,99.0,2,1,Express Tunnel,https://www.mountainsedgecarwash.com/,"Mountain Edge, 200 E Commonwealth Dr, Wytheville, VA, 24382",36.9599594,-81.0961795
961.4,120.0,39.34,75.0,3241.667017,154.0,15.96174863,0.19,4.0,35,7.0,4.3,2.31,92.0,,4.19,,2.0,4.0,189753.19,172653.43,H2GLO CAR WASH,1905 Electric Rd,Cave Spring,24018,591,1,chain+street+zip,9.0,South,VA,2,39,99.0,1,1,Express Tunnel,https://www.h2glocarwash.com/home,"H2GLO CAR WASH, 1905 Electric Rd, Cave Spring, VA, 24018",37.2475037,-80.0346956
1005.2,106.0,8.26,17.0,3398.293308,161.0,14.37459016,0.31,4.2,72,4.0,4.3,0.25,224.0,,0.09,,,3.0,85359.0,82370.0,Go Clean Car Wash,1 Veteran Blvd,Eufaula,36027,559,3,chain+street+zip,2.0,South,AL,2,0,99.0,0,3,Full Service,https://gocleans.co/,"Go Clean Car Wash, 1 Veteran Blvd, Eufaula, AL, 36027",31.8421911,-85.1715473
1008.0,110.0,34.58,93.0,3022.467342,130.0,19.1431694,0.45,3.4,22,12.0,3.6,1.38,177.0,1.9,2.49,1.73,8.0,7.0,39464.44,36431.07,LA Xpress Car Wash,444 North Franklin Street,Lancaster,17602,669,1,chain+street+zip,8.0,Northeast,PA,1,32,1.9,0,1,Express Tunnel,https://laexpresscarwash.com/,"LA Xpress Car Wash, 444 North Franklin Street, Lancaster, PA, 17602",40.047034,-76.293284
1109.6,119.0,42.35,81.0,3032.306328,124.0,20.00245902,0.06,3.8,80,14.0,3.3,0.71,3.0,3.23,2.48,0.62,8.0,13.0,60293.11,57881.0,Flawless Auto Bath Inc,380 PORT RICHMOND AVE,STATEN ISLAND,10302,504,1,chain+street+zip,9.0,Northeast,NY,1,28,3.23,0,3,Hand Wash / Detail,http://flawlessauto.square.site/,"Flawless Auto Bath Inc, 380 PORT RICHMOND AVE, STATEN ISLAND, NY, 10302",40.6327819,-74.137557
497.1,79.0,52.5,154.0,2960.510556,123.0,21.04043716,0.32,5.0,1,13.0,5.0,1.1,6.0,,3.2,2.54,1.0,5.0,83201.3,79560.0,Magic City Car Wash,619 N Broadway,Minot,58703,870,1,chain+street+zip,3.0,Midwest,ND,0,22,99.0,0,1,Express Tunnel,https://www.minotcarwash.com/,"Magic City Car Wash, 619 N Broadway, Minot, ND, 58703",48.2426129,-101.2967849
1474.6,167.0,10.01,8.0,3509.586731,149.0,15.63005464,0.73,3.9,21,8.0,5.0,0.61,15.0,,0.46,,1.0,10.0,107566.29,103423.0,Rock & Roll Car Wash,8320 W Judge Perez Dr,Chalmette,70043,1182,1,chain+street+zip,21.0,South,LA,2,14,99.0,0,1,Express Tunnel,https://rocknrollexpresswash.com/open-now/,"Rock & Roll Car Wash, 8320 W Judge Perez Dr, Chalmette, LA, 70043",29.9533081,-89.9799194
1437.7,91.0,10.29,27.0,3430.692128,137.0,16.65191257,0.36,4.0,60,14.0,5.0,0.71,2.0,,1.71,4.04,2.0,3.0,162858.77,156824.0,Snap Clean,1060 W Kiest Blvd,Dallas,75224,1244,3,chain+street+zip,4.0,South,TX,2,37,99.0,1,1,Express Tunnel,https://snapcleancarwash.com/,"Snap Clean, 1060 W Kiest Blvd, Dallas, TX, 75224",32.705339,-96.839619
1253.1,111.0,22.96,44.0,3329.050119,140.0,17.23770492,0.21,4.3,21,6.0,4.5,0.09,594.0,,0.22,,1.0,9.0,97642.46,94046.0,Gwatzilla Car Wash,1701 T P White Dr,Jacksonville,72076,590,1,chain+street+zip,2.0,South,AR,2,1,99.0,0,1,Express Tunnel,https://www.carwashhere.com/gwatzilla-wash-n-lube/,"Gwatzilla Car Wash, 1701 T P White Dr, Jacksonville, AR, 72076",34.8817635,-92.1096764
1359.7,129.0,11.27,49.0,3253.401447,157.0,16.60081967,0.32,3.8,55,9.0,,0.27,,2.95,1.8,2.8,3.0,7.0,38732.0,37524.0,Mach 1 Express Wash,155 Plaza Blvd,Madison,35758,857,15,chain+street+zip,2.0,South,AL,2,0,2.95,0,2,Flex,https://mach1carwash.com/,"Mach 1 Express Wash, 155 Plaza Blvd, Madison, AL, 35758",34.709848,-86.742591
169.9,28.0,0.84,26.0,3847.256142,115.0,15.10218579,0.37,5.0,2,7.0,3.8,0.53,46.0,,4.27,3.91,2.0,13.0,124202.2,119770.0,Dino Dash Wash,575 N Dixie Dr,St. George,84770,420,1,chain+street+zip,2.0,West,UT,4,38,99.0,1,1,Express Tunnel,https://www.dinodashcarwash.com/locations/,"Dino Dash Wash, 575 N Dixie Dr, St. George, UT, 84770",37.11841,-113.624152
1428.1,139.0,51.38,82.0,3094.392889,135.0,18.7931694,0.45,3.8,126,5.0,3.9,0.81,37.0,,0.56,,,8.0,30742.7,28548.0,Nicholasville Cw,218 Blueberry Ln,Nicholasville,40356,1077,1,chain+street+zip,17.0,South,KY,2,13,99.0,0,1,Express Tunnel,https://www.thomascarwash.com/,"Nicholasville Cw, 218 Blueberry Ln, Nicholasville, KY, 40356",37.8913661,-84.5677961
1516.1,138.0,16.73,54.0,3147.675083,136.0,16.82595628,0.08,3.1,17,6.0,3.7,2.42,148.0,,0.66,4.52,2.0,12.0,250119.57,240160.0,Wash N Roll,2640 8th Ave S,Nashville,37204,1549,3,chain+street+zip,3.0,South,TN,2,36,99.0,2,1,Express Tunnel,https://www.mywashnroll.net/,"Wash N Roll, 2640 8th Ave S, Nashville, TN, 37204",36.1196537,-86.7745102
767.8,120.0,13.02,75.0,3349.393592,169.0,19.02213115,0.17,3.0,1,11.0,4.9,0.26,1411.0,,1.89,2.64,2.0,4.0,225573.83,217168.0,Heroes Car Wash,2000 Hendersonville Rd,Asheville,28803,623,3,chain+street+zip,3.0,South,NC,2,21,99.0,1,1,Express Tunnel,https://www.heroescarwashusa.com/,"Heroes Car Wash, 2000 Hendersonville Rd, Asheville, NC, 28803",35.4861251,-82.5245317
1000.0,119.0,89.32,120.0,2966.076464,121.0,18.68278689,0.04,3.9,164,3.0,4.4,0.29,90.0,,0.92,1.89,3.0,13.0,90305.93,87454.0,Haffners,73 Plaistow Rd,Haverhill,1830,602,8,chain+street+zip,8.0,Northeast,MA,1,15,99.0,0,1,Express Tunnel,https://www.haffners.com/car-washes,"Haffners, 73 Plaistow Rd, Haverhill, MA, 1830",42.81354,-71.102353
1131.4,136.0,57.75,94.0,2994.220342,137.0,17.09453552,1.39,3.9,7,0.0,,,,,4.38,4.62,,0.0,226852.0,222343.42,Wash Rite,107 Crooked Run Ln,Marietta,45750,1564,2,chain+street+zip,3.0,Midwest,OH,0,29,99.0,1,1,Express Tunnel,https://www.wash-riteunlimited.com/car-wash-services/,"Wash Rite, 107 Crooked Run Ln, Marietta, OH, 45750",39.3952576,-81.5000379
396.6,50.0,0.0,0.0,3632.002094,244.0,14.45874317,0.03,4.2,90,9.0,5.0,0.41,2.0,3.52,1.24,1.71,1.0,7.0,79196.0,77206.0,Beach Bum Express,7602 El Camino Real,Carlsbad,92009,54,1,chain+street+zip,3.0,West,CA,4,3,3.52,0,1,Express Tunnel,https://www.beachbumexpress.com/,"Beach Bum Express, 7602 El Camino Real, Carlsbad, CA, 92009",33.0873621,-117.268458
1029.7,153.0,120.82,129.0,2835.122308,115.0,22.86229508,0.81,3.8,162,6.0,4.3,0.81,258.0,,4.46,2.72,,5.0,242999.32,250797.0,Seaway Car Wash,1341 Shelburne Rd,South Burlington,5403,1225,1,chain+street+zip,5.0,Northeast,VT,1,41,99.0,2,2,Flex,https://seawaycarwash.com/,"Seaway Car Wash, 1341 Shelburne Rd, South Burlington, VT, 5403",44.432247,-73.211555
1029.7,153.0,120.82,129.0,2835.122308,115.0,22.86229508,0.81,3.8,162,6.0,4.3,0.81,258.0,,4.46,2.72,,5.0,24212.07,24933.0,Seaway Car Wash,1341 Shelburne Rd,South Burlington,5403,1226,3,chain+street+zip,5.0,Northeast,VT,1,41,99.0,0,2,Flex,https://seawaycarwash.com/,"Seaway Car Wash, 1341 Shelburne Rd, South Burlington, VT, 5403",44.432247,-73.211555
1117.3,123.0,8.12,36.0,3343.3553,179.0,15.6795082,0.66,3.4,208,11.0,3.5,0.34,293.0,,0.9,,,2.0,335262.28,314743.0,Super Suds,2563 Panola Rd,Lithonia,30058,1381,1,chain+street+zip,3.0,South,GA,2,8,99.0,2,2,Mobile,https://www.supersuds.com/,"Super Suds, 2563 Panola Rd, Lithonia, GA, 30058",33.713502,-84.166375
1032.7,114.0,31.36,86.0,2989.578742,140.0,17.2442623,0.16,4.0,367,12.0,4.2,0.23,448.0,,2.62,4.37,10.0,2.0,157280.94,239996.25,Wash Industries,6319 W Passyunk Ave,Philadelphia,19153,1538,8,chain+street+zip,7.0,Northeast,PA,1,32,99.0,1,1,Express Tunnel,https://www.washindustriesglobal.com/,"Wash Industries, 6319 W Passyunk Ave, Philadelphia, PA, 19153",39.9131608,-75.2430596
419.6,40.0,1.12,0.0,3771.207142,194.0,15.46147541,0.11,4.3,63,13.0,4.8,0.13,122.0,1.7,2.06,1.03,3.0,8.0,14989.82,14656.98,Magic Brush,22330 Cactus Ave,Moreno Valley,92553,867,1,chain+street+zip,2.0,West,CA,4,3,1.7,0,3,Hand Wash / Detail,https://magicbrushofficial.com/,"Magic Brush, 22330 Cactus Ave, Moreno Valley, CA, 92553",33.9105334,-117.2733655
